s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
ad_la_de_d_orl_ans;hasspouse;no;999;1;ad_la_de_d_orl_ans;hasspouse;no;1278;1;ad_la_de_d_orl_ans;hasspouse;no;46;1
william_ii_duke_of_bavaria;hasspouse;no;1004;1;william_ii_duke_of_bavaria;hasspouse;no;1369;1;william_ii_duke_of_bavaria;hasspouse;no;162;1
peter_i_of_courtenay;hasspouse;no;1010;1;peter_i_of_courtenay;hasspouse;no;1327;1;peter_i_of_courtenay;hasspouse;no;27;1
francis_duke_of_guise;hasspouse;no;1011;1;francis_duke_of_guise;hasspouse;no;1275;1;francis_duke_of_guise;hasspouse;no;209;1
princess_maria_christina_of_saxony_1735_1782;hasspouse;no;1020;1;princess_maria_christina_of_saxony_1735_1782;hasspouse;no;1028;1;princess_maria_christina_of_saxony_1735_1782;hasspouse;no;213;1
mercedes_of_orl_ans;hasspouse;no;1037;1;mercedes_of_orl_ans;hasspouse;no;1223;1;mercedes_of_orl_ans;hasspouse;no;38;1
victoire_of_france_1733_1799;hasspouse;no;1039;1;victoire_of_france_1733_1799;hasspouse;no;972;1;victoire_of_france_1733_1799;hasspouse;no;213;1
archduke_anton_victor_of_austria;hasspouse;no;1057;1;archduke_anton_victor_of_austria;hasspouse;no;1207;1;archduke_anton_victor_of_austria;hasspouse;no;55;1
margaret_ferch_dafydd;hasspouse;no;1064;1;margaret_ferch_dafydd;hasspouse;no;691;1;margaret_ferch_dafydd;hasspouse;no;220;1
cardinal_infante_ferdinand_of_austria;hasspouse;no;1064;1;cardinal_infante_ferdinand_of_austria;hasspouse;no;1360;1;cardinal_infante_ferdinand_of_austria;hasspouse;no;211;1
igor_yaroslavich;hasspouse;no;1081;1;igor_yaroslavich;hasspouse;no;1001;1;igor_yaroslavich;hasspouse;no;41;1
philip_de_medici;hasspouse;no;1086;1;philip_de_medici;hasspouse;no;1263;1;philip_de_medici;hasspouse;no;189;1
charles_of_valois_duke_of_berry;hasspouse;no;1089;1;charles_of_valois_duke_of_berry;hasspouse;no;1363;1;charles_of_valois_duke_of_berry;hasspouse;no;18;1
thankmar;hasspouse;no;1090;1;thankmar;hasspouse;no;896;1;thankmar;hasspouse;no;176;1
princess_maria_carolina_of_bourbo_two_sicilies_1820_1861;hasspouse;no;1092;1;princess_maria_carolina_of_bourbo_two_sicilies_1820_1861;hasspouse;no;1132;1;princess_maria_carolina_of_bourbo_two_sicilies_1820_1861;hasspouse;no;155;1
louise_de_maisonblanche;hasspouse;no;1102;1;louise_de_maisonblanche;hasspouse;no;1112;1;louise_de_maisonblanche;hasspouse;no;209;1
burkhard_v_count_of_hohenberg;gender;male;1121;1;burkhard_v_count_of_hohenberg;gender;male;1890;1;burkhard_v_count_of_hohenberg;gender;male;442;1
prince_louis_count_of_aquila;hasspouse;no;1129;1;prince_louis_count_of_aquila;hasspouse;no;1130;1;prince_louis_count_of_aquila;hasspouse;no;154;1
judith_of_poland;hasspouse;no;1144;1;judith_of_poland;hasspouse;no;1337;1;judith_of_poland;hasspouse;no;211;1
christian_duke_of_brunswic_l_neburg;hasspouse;no;1145;1;christian_duke_of_brunswic_l_neburg;hasspouse;no;901;1;christian_duke_of_brunswic_l_neburg;hasspouse;no;210;1
albert_casimir_duke_of_teschen;hasspouse;no;1148;1;albert_casimir_duke_of_teschen;hasspouse;no;993;1;albert_casimir_duke_of_teschen;hasspouse;no;214;1
margaret_of_france_queen_of_england_and_hungary;hasspouse;no;1148;1;margaret_of_france_queen_of_england_and_hungary;hasspouse;no;1032;1;margaret_of_france_queen_of_england_and_hungary;hasspouse;no;110;1
peter_tempesta;hasspouse;no;1162;1;peter_tempesta;hasspouse;no;946;1;peter_tempesta;hasspouse;no;181;1
jasper_tudor;hasspouse;no;1166;1;jasper_tudor;hasspouse;no;1379;1;jasper_tudor;hasspouse;no;224;1
matilda_of_frisia;hasspouse;yes;1172;1;matilda_of_frisia;hasspouse;yes;10;1;matilda_of_frisia;hasspouse;yes;11;1
hedwig_jagiellon_duchess_of_bavaria;hasspouse;no;1173;1;hedwig_jagiellon_duchess_of_bavaria;hasspouse;no;1317;1;hedwig_jagiellon_duchess_of_bavaria;hasspouse;no;154;1
alix_of_brittany_dame_de_pontarcy;hasspouse;no;1174;1;alix_of_brittany_dame_de_pontarcy;hasspouse;no;1239;1;alix_of_brittany_dame_de_pontarcy;hasspouse;no;211;1
joan_of_portugal;hasspouse;no;1175;1;joan_of_portugal;hasspouse;no;1256;1;joan_of_portugal;hasspouse;no;215;1
adam_fitzroy;hasspouse;no;1224;1;adam_fitzroy;hasspouse;no;1045;1;adam_fitzroy;hasspouse;no;153;1
alphonse_count_of_poitiers;hasspouse;no;1225;1;alphonse_count_of_poitiers;hasspouse;no;1104;1;alphonse_count_of_poitiers;hasspouse;no;1350;1
hamelin_de_warenne_earl_of_surrey;hasspouse;no;1226;1;hamelin_de_warenne_earl_of_surrey;hasspouse;no;1022;1;hamelin_de_warenne_earl_of_surrey;hasspouse;no;215;1
fernando_lord_of_serpa;hasspouse;no;1240;1;fernando_lord_of_serpa;hasspouse;no;1089;1;fernando_lord_of_serpa;hasspouse;no;1365;1
maria_anna_of_savoy;hasspouse;no;1243;1;maria_anna_of_savoy;hasspouse;no;1351;1;maria_anna_of_savoy;hasspouse;no;195;1
thomas_arundel;hasspouse;no;1248;1;thomas_arundel;hasspouse;no;1328;1;thomas_arundel;hasspouse;no;210;1
charles_d_vreux;hasspouse;no;1257;1;charles_d_vreux;hasspouse;no;1109;1;charles_d_vreux;hasspouse;no;208;1
yolande_of_brittany;hasspouse;no;1274;1;yolande_of_brittany;hasspouse;no;969;1;yolande_of_brittany;hasspouse;no;364;1
john_of_burgundy_1231_68;hasspouse;no;1280;1;john_of_burgundy_1231_68;hasspouse;no;1123;1;john_of_burgundy_1231_68;hasspouse;no;1378;1
louis_marie_duke_of_rambouillet;hasspouse;no;1283;1;louis_marie_duke_of_rambouillet;hasspouse;no;1036;1;louis_marie_duke_of_rambouillet;hasspouse;no;214;1
garzia_de_medici;hasspouse;no;1311;1;garzia_de_medici;hasspouse;no;1054;1;garzia_de_medici;hasspouse;no;1384;1
beatrice_of_hungary_dauphine_of_viennois;hasspouse;no;1337;1;beatrice_of_hungary_dauphine_of_viennois;hasspouse;no;1177;1;beatrice_of_hungary_dauphine_of_viennois;hasspouse;no;1308;1
charles_d_orl_ans_duke_of_penthi_vre;hasspouse;no;1355;1;charles_d_orl_ans_duke_of_penthi_vre;hasspouse;no;1107;1;charles_d_orl_ans_duke_of_penthi_vre;hasspouse;no;1328;1
dorothea_of_brunswic_l_neburg;hasspouse;no;1358;1;dorothea_of_brunswic_l_neburg;hasspouse;no;1054;1;dorothea_of_brunswic_l_neburg;hasspouse;no;1359;1
archduke_joseph_franz_of_austria;hasspouse;no;1362;1;archduke_joseph_franz_of_austria;hasspouse;no;1049;1;archduke_joseph_franz_of_austria;hasspouse;no;1367;1
anne_stuart_born_1637;hasspouse;no;1364;1;anne_stuart_born_1637;hasspouse;no;1099;1;anne_stuart_born_1637;hasspouse;no;1328;1
catherine_henriette_de_bourbon;hasspouse;no;1374;1;catherine_henriette_de_bourbon;hasspouse;no;1144;1;catherine_henriette_de_bourbon;hasspouse;no;1358;1
prince_leopold_count_of_syracuse;hasspouse;no;1378;1;prince_leopold_count_of_syracuse;hasspouse;no;1130;1;prince_leopold_count_of_syracuse;hasspouse;no;1375;1
willa_of_tuscany;hasspouse;yes;2;2;willa_of_tuscany;hasspouse;yes;6;1;willa_of_tuscany;hasspouse;yes;2;1
charles_v_holy_roman_emperor;gender;male;11;2;charles_v_holy_roman_emperor;gender;male;26;1;charles_v_holy_roman_emperor;gender;male;1;1
adela_of_milan;hasspouse;yes;15;2;adela_of_milan;hasspouse;yes;1;1;adela_of_milan;hasspouse;yes;13;1
eleanor_of_lancaster;hasspouse;yes;31;2;eleanor_of_lancaster;hasspouse;yes;1;1;eleanor_of_lancaster;hasspouse;yes;2;1
charlotte_of_savoy;hasspouse;yes;41;2;charlotte_of_savoy;hasspouse;yes;17;1;charlotte_of_savoy;hasspouse;yes;2;1
francis_i_duke_of_lorraine;gender;male;44;2;francis_i_duke_of_lorraine;gender;male;1950;1;francis_i_duke_of_lorraine;gender;male;71;1
louis_xii;hasspouse;yes;57;2;louis_xii;hasspouse;yes;398;1;louis_xii;hasspouse;yes;5;1
louis_dauphin_of_france_son_of_louis_xiv;gender;male;75;2;louis_dauphin_of_france_son_of_louis_xiv;gender;male;1001;1;louis_dauphin_of_france_son_of_louis_xiv;gender;male;5;1
rudolph_i_of_burgundy;gender;male;84;2;rudolph_i_of_burgundy;gender;male;212;1;rudolph_i_of_burgundy;gender;male;8;1
violant_of_hungary;gender;female;101;2;violant_of_hungary;gender;female;460;1;violant_of_hungary;gender;female;4;1
louis_iv_of_france;gender;male;109;2;louis_iv_of_france;gender;male;32;1;louis_iv_of_france;gender;male;2;1
helie_of_semur;hasspouse;yes;129;2;helie_of_semur;hasspouse;yes;14;1;helie_of_semur;hasspouse;yes;12;1
margaret_of_valois_duchess_of_berry;hasspouse;yes;175;2;margaret_of_valois_duchess_of_berry;hasspouse;yes;7;1;margaret_of_valois_duchess_of_berry;hasspouse;yes;11;1
john_i_of_castile;hasspouse;yes;175;2;john_i_of_castile;hasspouse;yes;159;1;john_i_of_castile;hasspouse;yes;2;1
margaret_of_burgundy_queen_of_france;gender;female;179;2;margaret_of_burgundy_queen_of_france;gender;female;6;1;margaret_of_burgundy_queen_of_france;gender;female;4;1
louis_v_of_france;gender;male;214;2;louis_v_of_france;gender;male;589;1;louis_v_of_france;gender;male;8;1
arnulf_i_count_of_flanders;gender;male;237;2;arnulf_i_count_of_flanders;gender;male;7;1;arnulf_i_count_of_flanders;gender;male;84;1
louis_xii;gender;male;244;2;louis_xii;gender;male;226;1;louis_xii;gender;male;8;1
arnulf_i_count_of_flanders;hasspouse;yes;245;2;arnulf_i_count_of_flanders;hasspouse;yes;285;1;arnulf_i_count_of_flanders;hasspouse;yes;18;1
wulfhilde_of_saxony;hasspouse;yes;272;2;wulfhilde_of_saxony;hasspouse;yes;1;1;wulfhilde_of_saxony;hasspouse;yes;18;1
margaret_stewart_dauphine_of_france;gender;female;309;2;margaret_stewart_dauphine_of_france;gender;female;19;1;margaret_stewart_dauphine_of_france;gender;female;4;1
mar_a_isabella_of_spain;gender;female;333;2;mar_a_isabella_of_spain;gender;female;54;1;mar_a_isabella_of_spain;gender;female;1;1
adele_of_vermandois;hasspouse;yes;342;2;adele_of_vermandois;hasspouse;yes;7;1;adele_of_vermandois;hasspouse;yes;17;1
albert_i_duke_of_bavaria;hasspouse;yes;375;2;albert_i_duke_of_bavaria;hasspouse;yes;829;1;albert_i_duke_of_bavaria;hasspouse;yes;11;1
james_stewart_5th_high_steward_of_scotland;gender;male;383;2;james_stewart_5th_high_steward_of_scotland;gender;male;32;1;james_stewart_5th_high_steward_of_scotland;gender;male;109;1
vladislaus_ii_of_hungary;gender;male;421;2;vladislaus_ii_of_hungary;gender;male;124;1;vladislaus_ii_of_hungary;gender;male;71;1
maria_luisa_of_parma;gender;female;442;2;maria_luisa_of_parma;gender;female;138;1;maria_luisa_of_parma;gender;female;10;1
john_stewart_of_darnley;gender;male;448;2;john_stewart_of_darnley;gender;male;10;1;john_stewart_of_darnley;gender;male;98;1
madeleine_de_la_tour_d_auvergne;hasspouse;yes;461;2;madeleine_de_la_tour_d_auvergne;hasspouse;yes;7;1;madeleine_de_la_tour_d_auvergne;hasspouse;yes;7;1
clementia_of_hungary;gender;female;471;2;clementia_of_hungary;gender;female;139;1;clementia_of_hungary;gender;female;11;1
hedwig_of_bavaria;gender;female;491;2;hedwig_of_bavaria;gender;female;16;1;hedwig_of_bavaria;gender;female;11;1
bona_of_savoy;gender;female;492;2;bona_of_savoy;gender;female;9;1;bona_of_savoy;gender;female;1;1
conrad_i_of_burgundy;gender;male;498;2;conrad_i_of_burgundy;gender;male;564;1;conrad_i_of_burgundy;gender;male;2;1
isabella_of_portugal_duchess_of_burgundy;gender;female;515;2;isabella_of_portugal_duchess_of_burgundy;gender;female;43;1;isabella_of_portugal_duchess_of_burgundy;gender;female;47;1
magnus_i_duke_of_brunswic_l_neburg;hasspouse;yes;516;2;magnus_i_duke_of_brunswic_l_neburg;hasspouse;yes;99;1;magnus_i_duke_of_brunswic_l_neburg;hasspouse;yes;25;1
robert_iii_count_of_dreux;gender;male;525;2;robert_iii_count_of_dreux;gender;male;897;1;robert_iii_count_of_dreux;gender;male;140;1
eleonore_of_austria_queen_of_poland;gender;female;624;2;eleonore_of_austria_queen_of_poland;gender;female;85;1;eleonore_of_austria_queen_of_poland;gender;female;127;1
dirk_i_count_of_holland;hasspouse;no;625;2;dirk_i_count_of_holland;hasspouse;no;1362;1;dirk_i_count_of_holland;hasspouse;no;47;1
guy_count_of_flanders;gender;male;711;2;guy_count_of_flanders;gender;male;417;1;guy_count_of_flanders;gender;male;71;1
charles_prince_of_anhalt_zerbst;gender;male;724;2;charles_prince_of_anhalt_zerbst;gender;male;147;1;charles_prince_of_anhalt_zerbst;gender;male;73;1
berengaria_of_castile;gender;female;770;2;berengaria_of_castile;gender;female;185;1;berengaria_of_castile;gender;female;127;1
francis_hyacinth_duke_of_savoy;hasspouse;no;836;2;francis_hyacinth_duke_of_savoy;hasspouse;no;1369;1;francis_hyacinth_duke_of_savoy;hasspouse;no;164;1
louis_iii_of_anjou;hasspouse;no;871;2;louis_iii_of_anjou;hasspouse;no;1222;1;louis_iii_of_anjou;hasspouse;no;2;1
napol_on_louis_bonaparte;hasspouse;no;874;2;napol_on_louis_bonaparte;hasspouse;no;1223;1;napol_on_louis_bonaparte;hasspouse;no;42;1
thomas_francis_prince_of_carignano;hasspouse;no;900;2;thomas_francis_prince_of_carignano;hasspouse;no;1285;1;thomas_francis_prince_of_carignano;hasspouse;no;195;1
henry_ii_of_navarre;gender;male;912;2;henry_ii_of_navarre;gender;male;591;1;henry_ii_of_navarre;gender;male;66;1
margaret_of_brunswic_l_neburg;hasspouse;no;916;2;margaret_of_brunswic_l_neburg;hasspouse;no;894;1;margaret_of_brunswic_l_neburg;hasspouse;no;184;1
enno_iii_count_of_east_frisia;hasspouse;yes;922;2;enno_iii_count_of_east_frisia;hasspouse;yes;34;1;enno_iii_count_of_east_frisia;hasspouse;yes;16;1
princess_isabelle_of_orl_ans_1878_1961;hasspouse;no;949;2;princess_isabelle_of_orl_ans_1878_1961;hasspouse;no;1288;1;princess_isabelle_of_orl_ans_1878_1961;hasspouse;no;67;1
infanta_maria_josefa_of_spain;hasspouse;no;984;2;infanta_maria_josefa_of_spain;hasspouse;no;927;1;infanta_maria_josefa_of_spain;hasspouse;no;168;1
princess_sophia_of_the_united_kingdom;hasspouse;no;993;2;princess_sophia_of_the_united_kingdom;hasspouse;no;1285;1;princess_sophia_of_the_united_kingdom;hasspouse;no;49;1
anund_jacob;hasspouse;no;1000;2;anund_jacob;hasspouse;no;979;1;anund_jacob;hasspouse;no;208;1
sudislav;hasspouse;no;1013;2;sudislav;hasspouse;no;1172;1;sudislav;hasspouse;no;175;1
helie_of_burgundy;hasspouse;no;1013;2;helie_of_burgundy;hasspouse;no;1300;1;helie_of_burgundy;hasspouse;no;213;1
james_gordon_jesuit;hasspouse;no;1019;2;james_gordon_jesuit;hasspouse;no;1288;1;james_gordon_jesuit;hasspouse;no;206;1
john_stewart_earl_of_mar_died_1503;hasspouse;no;1068;2;john_stewart_earl_of_mar_died_1503;hasspouse;no;975;1;john_stewart_earl_of_mar_died_1503;hasspouse;no;195;1
philip_i_count_of_flanders;hasspouse;no;1071;2;philip_i_count_of_flanders;hasspouse;no;1335;1;philip_i_count_of_flanders;hasspouse;no;227;1
amadeus_vii_count_of_savoy;hasspouse;no;1118;2;amadeus_vii_count_of_savoy;hasspouse;no;928;1;amadeus_vii_count_of_savoy;hasspouse;no;120;1
anne_marie_th_r_se_de_lorraine;hasspouse;no;1135;2;anne_marie_th_r_se_de_lorraine;hasspouse;no;1263;1;anne_marie_th_r_se_de_lorraine;hasspouse;no;214;1
cecily_of_york;hasspouse;no;1136;2;cecily_of_york;hasspouse;no;1266;1;cecily_of_york;hasspouse;no;174;1
count_of_boulogne;hasspouse;no;1159;2;count_of_boulogne;hasspouse;no;1019;1;count_of_boulogne;hasspouse;no;238;1
boris_and_gleb;hasspouse;no;1206;2;boris_and_gleb;hasspouse;no;1148;1;boris_and_gleb;hasspouse;no;174;1
aimery_i_viscount_of_ch_tellerault;gender;male;1225;2;aimery_i_viscount_of_ch_tellerault;gender;male;1906;1;aimery_i_viscount_of_ch_tellerault;gender;male;294;1
ren__of_savoy;hasspouse;no;1229;2;ren__of_savoy;hasspouse;no;963;1;ren__of_savoy;hasspouse;no;213;1
richard_of_cornwall;hasspouse;no;1232;2;richard_of_cornwall;hasspouse;no;946;1;richard_of_cornwall;hasspouse;no;208;1
louis_v_duke_of_bavaria;hasspouse;no;1246;2;louis_v_duke_of_bavaria;hasspouse;no;970;1;louis_v_duke_of_bavaria;hasspouse;no;162;1
maria_kunigunde_of_saxony;hasspouse;no;1301;2;maria_kunigunde_of_saxony;hasspouse;no;1019;1;maria_kunigunde_of_saxony;hasspouse;no;1384;1
otto_i_count_palatine_of_mosbach;hasspouse;no;1307;2;otto_i_count_palatine_of_mosbach;hasspouse;no;1356;1;otto_i_count_palatine_of_mosbach;hasspouse;no;195;1
charles_ferdinand_prince_of_capua;hasspouse;no;1324;2;charles_ferdinand_prince_of_capua;hasspouse;no;1209;1;charles_ferdinand_prince_of_capua;hasspouse;no;1352;1
alfonso_of_molina;hasspouse;no;1326;2;alfonso_of_molina;hasspouse;no;1172;1;alfonso_of_molina;hasspouse;no;1335;1
john_i_duke_of_cleves;hasspouse;no;1342;2;john_i_duke_of_cleves;hasspouse;no;1061;1;john_i_duke_of_cleves;hasspouse;no;1321;1
hucbert;hasspouse;no;1359;2;hucbert;hasspouse;no;1120;1;hucbert;hasspouse;no;1346;1
remigius_of_rouen;hasspouse;no;1382;2;remigius_of_rouen;hasspouse;no;1076;1;remigius_of_rouen;hasspouse;no;1312;1
marie_countess_of_harcourt;gender;female;1609;2;marie_countess_of_harcourt;gender;female;773;1;marie_countess_of_harcourt;gender;female;209;1
joan_of_france_duchess_of_berry;gender;female;1780;2;joan_of_france_duchess_of_berry;gender;female;453;1;joan_of_france_duchess_of_berry;gender;female;398;1
charles_emmanuel_i_duke_of_savoy;hasspouse;yes;15;1;charles_emmanuel_i_duke_of_savoy;hasspouse;yes;1543;2;charles_emmanuel_i_duke_of_savoy;hasspouse;yes;2;1
maria_anna_of_bavaria_born_1551;hasspouse;yes;17;1;maria_anna_of_bavaria_born_1551;hasspouse;yes;61;2;maria_anna_of_bavaria_born_1551;hasspouse;yes;2;1
agatha_wife_of_edward_the_exile;hasspouse;yes;31;1;agatha_wife_of_edward_the_exile;hasspouse;yes;29;2;agatha_wife_of_edward_the_exile;hasspouse;yes;5;1
christine_of_saxony;gender;female;35;1;christine_of_saxony;gender;female;2114;2;christine_of_saxony;gender;female;6;1
eleanor_of_aragon_queen_of_portugal;hasspouse;yes;61;1;eleanor_of_aragon_queen_of_portugal;hasspouse;yes;9;2;eleanor_of_aragon_queen_of_portugal;hasspouse;yes;1;1
hemma;gender;female;72;1;hemma;gender;female;479;2;hemma;gender;female;47;1
louis_duke_of_orl_ans_1703_1752;hasspouse;yes;88;1;louis_duke_of_orl_ans_1703_1752;hasspouse;yes;67;2;louis_duke_of_orl_ans_1703_1752;hasspouse;yes;1;1
ernest_augustus_elector_of_hanover;gender;male;178;1;ernest_augustus_elector_of_hanover;gender;male;669;2;ernest_augustus_elector_of_hanover;gender;male;2;1
gerberga_of_lower_lorraine;hasspouse;yes;179;1;gerberga_of_lower_lorraine;hasspouse;yes;18;2;gerberga_of_lower_lorraine;hasspouse;yes;24;1
henry_count_of_portugal;hasspouse;yes;238;1;henry_count_of_portugal;hasspouse;yes;82;2;henry_count_of_portugal;hasspouse;yes;7;1
fulk_ii_count_of_anjou;gender;male;288;1;fulk_ii_count_of_anjou;gender;male;1826;2;fulk_ii_count_of_anjou;gender;male;206;1
mary_of_avesnes;gender;female;394;1;mary_of_avesnes;gender;female;298;2;mary_of_avesnes;gender;female;15;1
john_constable_of_portugal;gender;male;433;1;john_constable_of_portugal;gender;male;750;2;john_constable_of_portugal;gender;male;56;1
odo_i_count_of_orl_ans;gender;male;537;1;odo_i_count_of_orl_ans;gender;male;270;2;odo_i_count_of_orl_ans;gender;male;71;1
john_i_duke_of_lorraine;gender;male;557;1;john_i_duke_of_lorraine;gender;male;25;2;john_i_duke_of_lorraine;gender;male;2;1
albert_v_duke_of_bavaria;hasspouse;yes;566;1;albert_v_duke_of_bavaria;hasspouse;yes;75;2;albert_v_duke_of_bavaria;hasspouse;yes;11;1
rupert_king_of_the_romans;gender;male;583;1;rupert_king_of_the_romans;gender;male;333;2;rupert_king_of_the_romans;gender;male;102;1
richende_de_bourges;gender;female;703;1;richende_de_bourges;gender;female;1538;2;richende_de_bourges;gender;female;360;1
lutgardis_of_luxemburg;gender;female;760;1;lutgardis_of_luxemburg;gender;female;112;2;lutgardis_of_luxemburg;gender;female;38;1
ladislaus_of_naples;hasspouse;no;979;1;ladislaus_of_naples;hasspouse;no;906;2;ladislaus_of_naples;hasspouse;no;154;1
mariana_victoria_of_spain;hasspouse;no;1176;1;mariana_victoria_of_spain;hasspouse;no;938;2;mariana_victoria_of_spain;hasspouse;no;208;1
philip_the_bold;hasspouse;yes;244;2;philip_the_bold;hasspouse;yes;1061;2;philip_the_bold;hasspouse;yes;1;1
urraca_of_le_n;gender;female;409;2;urraca_of_le_n;gender;female;20;2;urraca_of_le_n;gender;female;16;1
bertrada_of_laon;gender;female;425;2;bertrada_of_laon;gender;female;164;2;bertrada_of_laon;gender;female;38;1
yaropolk_i_of_kiev;hasspouse;no;582;2;yaropolk_i_of_kiev;hasspouse;no;1201;2;yaropolk_i_of_kiev;hasspouse;no;41;1
antonio_farnese_duke_of_parma;hasspouse;no;1095;2;antonio_farnese_duke_of_parma;hasspouse;no;855;2;antonio_farnese_duke_of_parma;hasspouse;no;120;1
baldwin_ii_of_jerusalem;hasspouse;no;1041;1;baldwin_ii_of_jerusalem;hasspouse;no;1244;3;baldwin_ii_of_jerusalem;hasspouse;no;124;1
theobald_i_of_navarre;gender;male;5;1;theobald_i_of_navarre;gender;male;97;1;theobald_i_of_navarre;gender;male;4;2
afonso_i_duke_of_braganza;hasspouse;yes;144;1;afonso_i_duke_of_braganza;hasspouse;yes;73;1;afonso_i_duke_of_braganza;hasspouse;yes;45;2
william_i_count_of_burgundy;hasspouse;no;156;1;william_i_count_of_burgundy;hasspouse;no;928;1;william_i_count_of_burgundy;hasspouse;no;27;2
berengaria_of_castile;hasspouse;yes;199;1;berengaria_of_castile;hasspouse;yes;75;1;berengaria_of_castile;hasspouse;yes;11;2
